-DOCSTART- -X- O O
clear	O
insights	O
and	O
recommendations	O
.	O
You	B-NON TECHINICAL SKILL
will	I-NON TECHINICAL SKILL
build	I-NON TECHINICAL SKILL
credibility	I-NON TECHINICAL SKILL
through	O
structure	O
and	O
clarity	B-NON TECHINICAL SKILL
,	O
and	O
be	O
a	O
trusted	B-NON TECHINICAL SKILL
strategic	I-NON TECHINICAL SKILL
partner	I-NON TECHINICAL SKILL
.	O

Data	B-POSITION
Scientist	I-POSITION
,	O
Product	O
Analytics	O
Responsibilities	O
:	O

Work	O
with	O
large	O
and	O
complex	O
data	O
sets	O
to	O
solve	O
a	O
wide	O
array	O
of	O
challenging	O
problems	O
using	O
different	O
analytical	O
and	O
statistical	O
approaches	O
.	O

Apply	O
technical	O
expertise	O
with	O
quantitative	O
analysis	O
,	O
experimentation	O
,	O
data	B-TOOL
mining	I-TOOL
,	O
and	O
the	O
presentation	O
of	O
data	O
to	O
develop	O
strategies	O
for	O
our	O
products	O
that	O
serve	O
billions	O
of	O
people	O
and	O
hundreds	O
of	O
millions	O
of	O
businesses	O
.	O

Identify	O
and	O
measure	B-NON TECHINICAL SKILL
success	I-NON TECHINICAL SKILL
of	O
product	O
efforts	O
through	O
goal	B-NON TECHINICAL SKILL
setting	I-NON TECHINICAL SKILL
,	O
forecasting	B-NON TECHINICAL SKILL
,	O
and	O
monitoring	B-NON TECHINICAL SKILL
of	O
key	O
product	B-TOOL
metrics	I-TOOL
to	O
understand	B-NON TECHINICAL SKILL
trends	I-NON TECHINICAL SKILL
.	O

Define	O
,	O
understand	O
,	O
and	O
test	B-NON TECHINICAL SKILL
opportunities	I-NON TECHINICAL SKILL
and	O
levers	O
to	O
improve	B-NON TECHINICAL SKILL
the	I-NON TECHINICAL SKILL
product	I-NON TECHINICAL SKILL
,	O
and	O
drive	O
roadmaps	O
through	O
your	O
insights	O
and	O
recommendations	O
.	O

Partner	O
with	O
Product	O
,	O
Engineering	O
,	O
and	O
cross	O
-	O
functional	O
teams	O
to	O
inform	O
,	O
influence	O
,	O
support	O
,	O
and	O
execute	O
product	O
strategy	O
and	O
investment	O
decisions	O
.	O

Minimum	O
Qualifications	O
:	O

Bachelor	B-EDUCATION
's	I-EDUCATION
degree	I-EDUCATION
in	I-EDUCATION
Mathematics	I-EDUCATION
,	O
Statistics	B-EDUCATION
,	O
a	O
relevant	O
technical	O
field	O
,	O
or	O
equivalent	O
practical	O
experience	O
.	O

A	O
minimum	O
of	O
4	O
years	O
of	O
work	B-EXPERIENCE
experience	I-EXPERIENCE
in	I-EXPERIENCE
analytics	I-EXPERIENCE
(	O
minimum	O
of	O
2	O
years	O
with	O
a	O
Ph.D.	O
)	O

Experience	B-EXPERIENCE
with	I-EXPERIENCE
data	I-EXPERIENCE
querying	I-EXPERIENCE
languages	I-EXPERIENCE
(	O
e.g.	O
SQL	B-TOOL
)	O
,	O
scripting	O
languages	O
(	O
e.g.	O
Python	B-TOOL
)	O
,	O
and/or	O
statistical	B-TOOL
/	O
mathematical	B-TOOL
software	I-TOOL
(	O
e.g.	O
R	B-TOOL
)	O

Preferred	O
Qualifications	O
:	O

Masters	B-EDUCATION
or	O
Ph.D.	B-EDUCATION
Degree	I-EDUCATION
in	O
a	O
quantitative	O
field	O
.	O

About	O
Meta	O
:	O

Meta	B-COMPANY
builds	O
technologies	O
that	O
help	O
people	O
connect	O
,	O
find	O
communities	O
,	O
and	O
grow	O
businesses	O
.	O
When	O
Facebook	B-COMPANY
launched	O
in	O
2004	O
,	O
it	O
changed	O
the	O
way	O
people	O
connect	O
.	O
Apps	O
like	O
Messenger	B-COMPANY
,	O
Instagram	B-COMPANY
and	O
WhatsApp	B-COMPANY
further	O
empowered	O
billions	O
around	O
the	O
world	O
.	O
Now	O
,	O
Meta	B-COMPANY
is	O
moving	O
beyond	O
2D	O
screens	O
toward	O
immersive	O
experiences	O
like	O
augmented	O
and	O
virtual	O
reality	O
to	O
help	O
build	O
the	O
next	O
evolution	O
in	O
social	O
technology	O
.	O
People	O
who	O
choose	O
to	O
build	O
their	O
careers	O
by	O
building	O
with	O
us	O
at	O
Meta	B-COMPANY
help	O
shape	O
a	O
future	O
that	O
will	O
take	O
us	O
beyond	O
what	O
digital	O
connection	O
makes	O
possible	O
today	O
—	O
beyond	O
the	O
constraints	O
of	O
screens	O
,	O
the	O
limits	O
of	O
distance	O
,	O
and	O
even	O
the	O
rules	O
of	O
physics	O
.	O

Meta	B-COMPANY
is	O
proud	O
to	O
be	O
an	O
Equal	O
Employment	O
Opportunity	O
and	O
Affirmative	O
Action	O
employer	O
.	O
We	O
do	O
not	O
discriminate	O
based	O
upon	O
race	O
,	O
religion	O
,	O
color	O
,	O
national	O
origin	O
,	O
sex	O
(	O
including	O
pregnancy	O
,	O
childbirth	O
,	O
or	O
related	O
medical	O
conditions	O
)	O
,	O
sexual	O
orientation	O
,	O
gender	O
,	O
gender	O
identity	O
,	O
gender	O
expression	O
,	O
transgender	O
status	O
,	O
sexual	O
stereotypes	O
,	O
age	O
,	O
status	O
as	O
a	O
protected	O
veteran	O
,	O
status	O
as	O
an	O
individual	O
with	O
a	O
disability	O
,	O
or	O
other	O
applicable	O
legally	O
protected	O
characteristics	O
.	O
We	O
also	O
consider	O
qualified	O
applicants	O
with	O
criminal	O
histories	O
,	O
consistent	O
with	O
applicable	O
federal	O
,	O
state	O
and	O
local	O
law	O
.	O
Meta	O
participates	O
in	O
the	O
E	O
-	O
Verify	O
program	O
in	O
certain	O
locations	O
,	O
as	O
required	O
by	O
law	O
.	O
Please	O
note	O
that	O
Meta	O
may	O
leverage	O
artificial	O
intelligence	O
and	O
machine	O
learning	O
technologies	O
in	O
connection	O
with	O
applications	O
for	O
employment	O
.	O

Meta	B-COMPANY
is	O
committed	O
to	O
providing	O
reasonable	O
accommodations	O
for	O
candidates	O
with	O
disabilities	O
in	O
our	O
recruiting	O
process	O
.	O
If	O
you	O
need	O
any	O
assistance	O
or	O
accommodations	O
due	O
to	O
a	O
disability	O
,	O
please	O
let	O
us	O
know	O
at	O
accommodations-ext@fb.com	O
.	O
-DOCSTART- -X- O O
Responsibilities	O

TikTok	B-COMPANY
is	O
the	O
leading	O
destination	O
for	O
short	O
-	O
form	O
mobile	O
video	O
.	O
Our	O
mission	O
is	O
to	O
inspire	B-NON TECHINICAL SKILL
creativity	I-NON TECHINICAL SKILL
and	O
bring	O
joy	O
.	O
TikTok	B-COMPANY
has	O
global	O
offices	O
including	O
Los	O
Angeles	O
,	O
New	O
York	O
,	O
London	O
,	O
Paris	O
,	O
Berlin	O
,	O
Dubai	O
,	O
Mumbai	O
,	O
Singapore	O
,	O
Jakarta	O
,	O
Seoul	O
,	O
and	O
Tokyo	O
.	O

The	O
mission	O
of	O
TikTok	B-COMPANY
Ads	O
Platform	O
is	O
to	O
connect	B-NON TECHINICAL SKILL
all	I-NON TECHINICAL SKILL
advertisers	I-NON TECHINICAL SKILL
and	O
users	O
across	O
the	O
globe	O
.	O
Advertisers	O
at	O
all	O
industries	O
and	O
experience	O
levels	O
will	O
have	O
access	O
to	O
suitable	O
marketing	O
solutions	O
,	O
and	O
be	O
able	O
to	O
easily	O
create	O
,	O
manage	B-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
optimize	I-NON TECHINICAL SKILL
advertisements	I-NON TECHINICAL SKILL
.	O
The	O
vision	O
is	O
to	O
build	O
an	O
easy	O
-	O
to	O
-	O
understand	O
,	O
easy	O
-	O
to	O
-	O
use	O
,	O
and	O
powerful	O
Ads	O
Platform	O
.	O

Our	O
Vertical	O
Solutions	O
team	O
aims	O
to	O
build	O
out	O
creative	O
ads	O
solutions	O
for	O
key	O
business	O
verticals	O
.	O
With	O
tailored	O
formats	O
,	O
objectives	O
and	O
metrics	O
,	O
the	O
products	O
need	O
quantitative	B-NON TECHINICAL SKILL
expertise	I-NON TECHINICAL SKILL
and	O
insight	B-NON TECHINICAL SKILL
to	O
,	O
continuously	O
evolve	O
and	O
better	O
advertisers	O
'	O
asks	O
.	O
Embedded	O
within	O
the	O
product	O
team	O
,	O
data	B-POSITION
scientists	I-POSITION
are	O
responsible	O
for	O
setting	O
product	O
goals	O
in	O
the	O
right	O
direction	O
;	O
driving	B-TECHNICAL_SKILL
growth	I-TECHNICAL_SKILL
on	O
business	O
partners	O
;	O
designing	B-TECHNICAL_SKILL
experiments	I-TECHNICAL_SKILL
and	O
frameworks	O
to	O
identify	B-TECHNICAL_SKILL
opportunities	I-TECHNICAL_SKILL
and	O
risks	O
.	O

In	O
this	O
role	O
,	O
you	O
will	O
:	O

-	O
Collaborate	B-EXPERIENCE
with	I-EXPERIENCE
amazing	I-EXPERIENCE
XFN	I-EXPERIENCE
teams	I-EXPERIENCE
to	O
work	O
on	O
solutions	O
for	O
a	O
variety	O
of	O
business	O
verticals	O
.	O

-	O
Develop	B-EXPERIENCE
comprehensive	I-EXPERIENCE
product	I-EXPERIENCE
metrics	I-EXPERIENCE
and	O
quantitative	O
measurement	O
structure	O
based	O
on	O
product	O
stages	O
and	O
business	O
purposes	O
.	O

-	O
Design	B-EXPERIENCE
and	I-EXPERIENCE
deep	I-EXPERIENCE
dive	I-EXPERIENCE
experimentation	I-EXPERIENCE
to	O
validate	B-EXPERIENCE
hypothesis	I-EXPERIENCE
and	O
drive	O
product	O
improvements	O
with	O
XFN	O
teams	O
.	O

-	O
Partner	O
closely	O
with	O
key	O
stakeholders	O
to	O
optimize	B-EXPERIENCE
overall	I-EXPERIENCE
product	I-EXPERIENCE
adoption	I-EXPERIENCE
and	O
performance	O
driven	O
growth	O
.	O
Research	O
customer	O
journey	O
and	O
fulfill	O
experience	O
gap	O
.	O

-	O
Work	O
with	O
data	B-POSITION
scientists	I-POSITION
across	O
the	O
organization	O
to	O
up	O
level	O
data	O
-	O
driven	O
strategies	O
.	O

Qualifications	O

-	O
5	O
+	O
years	O
industry	O
experience	O
and	O
advanced	O
degree	O
in	O
quantitative	O
discipline	O
(	O
e.g.	O
,	O
Statistics	B-EDUCATION
,	O
Operations	B-EDUCATION
Research	I-EDUCATION
,	O
Economics	B-EDUCATION
,	O
Computer	B-EDUCATION
Science	I-EDUCATION
,	O
Mathematics	B-EDUCATION
,	O
Physics	B-EDUCATION
)	O
or	O
equivalent	O
practical	O
experience	O

-	O
Deep	O
knowledge	O
of	O
experiment	O
design	O
and	O
causal	O
inference	O
,	O
strong	O
analytical	O
and	O
reasoning	O
mindset	O
.	O
Experience	O
with	O
ads	O
system	O
is	O
a	O
plus	O
but	O
not	O
required	O
.	O

-	O
Fluency	O
in	O
core	O
set	O
of	O
Data	O
Science	O

-	O
SQL	B-TOOL
/	O
Hive	B-TOOL
,	O
R	B-TOOL
/	O
Python	B-TOOL

-	O
ETL	B-TOOL

-	O
Developing	O
funnels	O
&	O
decomposing	O
metrics	O
variation	O

-	O
Implementing	O
visualizations	O
,	O
dashboards	O
,	O
and	O
reports	O

-	O
Demonstrated	O
track	O
record	O
of	O
product	O
leadership	O
and	O
ability	O
to	O
lead	O
and	O
influence	O
teams	O
.	O

-	O
Proven	O
ability	O
to	O
succeed	O
in	O
an	O
innovative	O
and	O
fast	O
-	O
paced	O
environment	O

TikTok	B-COMPANY
is	O
committed	O
to	O
creating	O
an	O
inclusive	O
space	O
where	O
employees	O
are	O
valued	O
for	O
their	O
skills	O
,	O
experiences	O
,	O
and	O
unique	O
perspectives	O
.	O
Our	O
platform	O
connects	O
people	O
from	O
across	O
the	O
globe	O
and	O
so	O
does	O
our	O
workplace	O
.	O
At	O
TikTok	B-COMPANY
,	O
our	O
mission	O
is	O
to	O
inspire	O
creativity	O
and	O
bring	O
joy	O
.	O
To	O
achieve	O
that	O
goal	O
,	O
we	O
are	O
committed	O
to	O
celebrating	O
our	O
diverse	O
voices	O
and	O
to	O
creating	O
an	O
environment	O
that	O
reflects	O
the	O
many	O
communities	O
we	O
reach	O
.	O
We	O
believe	O
individuals	O
should	O
n't	O
be	O
disadvantaged	O
because	O
of	O
their	O
background	O
or	O
identity	O
,	O
but	O
instead	O
should	O
be	O
considered	O
based	O
on	O
their	O
strengths	O
and	O
experience	O
.	O
We	O
are	O
passionate	O
about	O
this	O
and	O
hope	O
you	O
are	O
too	O
.	O

TikTok	O
is	O
committed	O
to	O
providing	O
reasonable	O
accommodations	O
during	O
our	O
recruitment	O
process	O
.	O
If	O
you	O
need	O
assistance	O
or	O
an	O
accommodation	O
,	O
please	O
reach	O
out	O
to	O
us	O
at	O
USRC@tiktok.com	O
.	O

Job	O
Information	O
:	O

【	O
For	O
Pay	O
Transparency】Compensation	O
Description	O
(	O
annually	O
)	O

The	O
base	O
salary	O
range	O
for	O
this	O
position	O
in	O
the	O
selected	O
city	O
is	O
$	O
153000	O
-	O
$	O
296000	O
annually	O
.	O

Compensation	O
may	O
vary	O
outside	O
of	O
this	O
range	O
depending	O
on	O
a	O
number	O
of	O
factors	O
,	O
including	O
a	O
candidate	O
’s	O
qualifications	O
,	O
skills	O
,	O
competencies	O
and	O
experience	O
,	O
and	O
location	O
.	O
Base	O
pay	O
is	O
one	O
part	O
of	O
the	O
Total	O
Package	O
that	O
is	O
provided	O
to	O
compensate	O
and	O
recognize	O
employees	O
for	O
their	O
work	O
,	O
and	O
this	O
role	O
may	O
be	O
eligible	O
for	O
additional	O
discretionary	O
bonuses	O
/	O
incentives	O
,	O
and	O
restricted	O
stock	O
units	O
.	O

Our	O
company	O
benefits	O
are	O
designed	O
to	O
convey	O
company	O
culture	O
and	O
values	O
,	O
to	O
create	O
an	O
efficient	O
and	O
inspiring	O
work	O
environment	O
,	O
and	O
to	O
support	O
our	O
employees	O
to	O
give	O
their	O
best	O
in	O
both	O
work	O
and	O
life	O
.	O
We	O
offer	O
the	O
following	O
benefits	O
to	O
eligible	O
employees	O
:	O

We	O
cover	O
100	O
%	O
premium	O
coverage	O
for	O
employee	O
medical	O
insurance	O
,	O
approximately	O
75	O
%	O
premium	O
coverage	O
for	O
dependents	O
and	O
offer	O
a	O
Health	O
Savings	O
Account(HSA	O
)	O
with	O
a	O
company	O
match	O
.	O
As	O
well	O
as	O
Dental	O
,	O
Vision	O
,	O
Short	O
/	O
Long	O
term	O
Disability	O
,	O
Basic	O
Life	O
,	O
Voluntary	O
Life	O
and	O
AD&D	O
insurance	O
plans	O
.	O
In	O
addition	O
to	O
Flexible	O
Spending	O
Account(FSA	O
)	O
Options	O
like	O
Health	O
Care	O
,	O
Limited	O
Purpose	O
and	O
Dependent	O
Care	O
.	O

Our	O
time	O
off	O
and	O
leave	O
plans	O
are	O
:	O
10	O
paid	O
holidays	O
per	O
year	O
plus	O
17	O
days	O
of	O
Paid	O
Personal	O
Time	O
Off	O
(	O
PPTO	O
)	O
(	O
prorated	O
upon	O
hire	O
and	O
increased	O
by	O
tenure	O
)	O
and	O
10	O
paid	O
sick	O
days	O
per	O
year	O
as	O
well	O
as	O
12	O
weeks	O
of	O
paid	O
Parental	O
leave	O
and	O
8	O
weeks	O
of	O
paid	O
Supplemental	O
Disability	O
.	O

We	O
also	O
provide	O
generous	O
benefits	O
like	O
mental	O
and	O
emotional	O
health	O
benefits	O
through	O
our	O
EAP	O
and	O
Lyra	O
.	O
A	O
401	O
K	O
company	O
match	O
,	O
gym	O
and	O
cellphone	O
service	O
reimbursements	O
.	O
The	O
Company	O
reserves	O
the	O
right	O
to	O
modify	O
or	O
change	O
these	O
benefits	O
programs	O
at	O
any	O
time	O
,	O
with	O
or	O
without	O
notice	O
.	O
-DOCSTART- -X- O O
Are	O
you	O
an	O
experienced	O
,	O
passionate	O
pioneer	O
in	O
technology	O
-	O
a	O
solutions	O
builder	O
,	O
a	O
roll	O
-	O
up	O
-	O
your	O
-	O
sleeves	O
technologist	O
who	O
wants	O
a	O
daily	O
collaborative	B-NON TECHINICAL SKILL
environment	O
,	O
think	O
-	O
tank	O
feel	O
and	O
share	B-NON TECHINICAL SKILL
new	I-NON TECHINICAL SKILL
ideas	I-NON TECHINICAL SKILL
with	I-NON TECHINICAL SKILL
your	I-NON TECHINICAL SKILL
colleagues	I-NON TECHINICAL SKILL
-	O
without	O
the	O
extensive	O
demands	O
of	O
travel	O
?	O
If	O
so	O
,	O
consider	O
an	O
opportunity	O
with	O
our	O
US	O
Delivery	O
Center	O
-	O
we	O
are	O
breaking	O
the	O
mold	O
of	O
a	O
typical	O
Delivery	O
Center	O
.	O

Our	O
US	O
Delivery	O
Centers	O
have	O
been	O
growing	O
since	O
2014	O
with	O
significant	O
,	O
continued	O
growth	O
on	O
the	O
horizon	O
.	O
Interested	O
?	O
Read	O
more	O
about	O
our	O
opportunity	O
below	O
...	O

Work	O
you	O
'll	O
do	O

The	O
Generative	B-POSITION
AI	I-POSITION
Engineer	I-POSITION
will	O
,	O
as	O
part	O
of	O
several	O
client	O
delivery	O
teams	O
,	O
be	O
responsible	B-TECHNICAL_SKILL
for	I-TECHNICAL_SKILL
developing	I-TECHNICAL_SKILL
,	O
designing	B-TECHNICAL_SKILL
,	O
and	O
maintaining	O
cutting	O
-	O
edge	O
AI	O
-	O
based	O
systems	O
,	B-TECHNICAL_SKILL
ensuring	I-TECHNICAL_SKILL
smooth	I-TECHNICAL_SKILL
and	I-TECHNICAL_SKILL
engaging	I-TECHNICAL_SKILL
user	I-TECHNICAL_SKILL
experiences	I-TECHNICAL_SKILL
.	O
Additionally	O
,	O
the	O
Generative	B-POSITION
AI	I-POSITION
Engineer	I-POSITION
will	O
participate	O
in	O
a	O
wide	O
variety	O
of	O
Natural	B-TOOL
Language	I-TOOL
Processing	I-TOOL
activities	O
,	O
including	O
refining	B-TECHNICAL_SKILL
and	I-TECHNICAL_SKILL
optimizing	I-TECHNICAL_SKILL
prompts	I-TECHNICAL_SKILL
to	O
improve	O
the	O
outcome	O
of	O
Large	B-TOOL
Language	I-TOOL
Models	I-TOOL
(	O
LLMs	B-TOOL
)	O
,	O
and	O
code	O
and	O
design	O
review	O
.	O
The	O
kinds	O
of	O
activities	O
performed	O
by	O
the	O
Prompt	B-POSITION
Engineer	I-POSITION
will	O
also	O
include	O
,	O
but	O
not	O
be	O
limited	O
to	O
:	O

Working	B-NON TECHINICAL SKILL
across	I-NON TECHINICAL SKILL
client	I-NON TECHINICAL SKILL
teams	I-NON TECHINICAL SKILL
to	O
develop	B-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
architect	I-NON TECHINICAL SKILL
Generative	I-NON TECHINICAL SKILL
AI	I-NON TECHINICAL SKILL
solutions	I-NON TECHINICAL SKILL
using	O
ML	B-TOOL
and	O
GenAI	B-TOOL

Developing	B-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
promoting	I-NON TECHINICAL SKILL
standards	I-NON TECHINICAL SKILL
across	O
the	O
community	O

Evaluating	B-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
selecting	I-NON TECHINICAL SKILL
appropriate	I-NON TECHINICAL SKILL
AI	I-NON TECHINICAL SKILL
tools	I-NON TECHINICAL SKILL
and	O
machine	B-TOOL
learning	I-TOOL
models	I-TOOL
for	O
tasks	O
,	O
as	O
well	O
as	O
building	O
and	O
training	O
working	O
versions	O
of	O
those	O
models	O
using	O
Python	B-TOOL
and	O
other	O
open	B-TOOL
-	I-TOOL
source	I-TOOL
technologies	I-TOOL

Working	O
with	O
leadership	O
and	O
stakeholders	O
to	O
identify	O
AI	O
opportunities	O
and	O
promote	B-NON TECHINICAL SKILL
strategy	I-NON TECHINICAL SKILL

Developing	B-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
conducting	I-NON TECHINICAL SKILL
trainings	I-NON TECHINICAL SKILL
for	O
users	O
across	O
the	O
Government	O
&	O
Public	O
Services	O
landscape	O
on	O
principles	O
used	O
to	O
develop	B-NON TECHINICAL SKILL
models	I-NON TECHINICAL SKILL
and	O
how	O
to	O
interact	B-NON TECHINICAL SKILL
with	I-NON TECHINICAL SKILL
models	I-NON TECHINICAL SKILL
to	O
facilitate	O
their	O
business	O
processes	O

Building	B-EXPERIENCE
and	I-EXPERIENCE
prioritizing	I-EXPERIENCE
backlog	I-EXPERIENCE
for	I-EXPERIENCE
future	I-EXPERIENCE
machine	I-EXPERIENCE
-	I-EXPERIENCE
learning	I-EXPERIENCE
enabled	O
features	O
to	O
support	O
client	O
business	O
processes	O

The	B-POSITION
TeamArtificial	I-POSITION
Intelligence	I-POSITION
&	I-POSITION
Data	I-POSITION
Engineering	I-POSITION

In	O
this	O
age	O
of	O
disruption	O
,	O
organizations	O
need	O
to	O
navigate	O
the	O
future	O
with	O
confidence	O
,	O
embracing	O
decision	O
making	O
with	O
clear	O
,	O
data	O
-	O
driven	O
choices	O
that	O
deliver	O
enterprise	O
value	O
in	O
a	O
dynamic	O
business	O
environment	O
.	O

The	B-POSITION
Artificial	I-POSITION
Intelligence	I-POSITION
&	I-POSITION
Data	I-POSITION
Engineering	I-POSITION
team	I-POSITION
leverages	O
the	O
power	O
of	O
data	O
,	O
analytics	O
,	O
robotics	O
,	O
science	O
and	O
cognitive	O
technologies	O
to	O
uncover	O
hidden	O
relationships	O
from	O
vast	O
troves	O
of	O
data	O
,	O
generate	O
insights	O
,	O
and	O
inform	O
decision	O
-	O
making	O
.	O
Together	O
with	O
the	O
Strategy	O
practice	O
,	O
our	O
Strategy	O
&	O
Analytics	O
portfolio	O
helps	O
clients	O
transform	O
their	O
business	O
by	O
architecting	O
organizational	O
intelligence	O
programs	O
and	O
differentiated	O
strategies	O
to	O
win	O
in	O
their	O
chosen	O
markets	O
.	O

Artificial	B-POSITION
Intelligence	I-POSITION
&	I-POSITION
Data	I-POSITION
Engineering	I-POSITION
will	O
work	O
with	O
our	O
clients	O
to	O
:	O

Implement	O
large	O
-	O
scale	O
data	O
ecosystems	O
including	O
data	B-TECHNICAL_SKILL
management	I-TECHNICAL_SKILL
,	O
governance	O
and	O
the	O
integration	O
of	O
structured	O
and	O
unstructured	O
data	O
to	O
generate	O
insights	O
leveraging	O
cloud	O
-	O
based	O
platforms	O

Leverage	O
automation	O
,	O
cognitive	O
and	O
science	O
-	O
based	O
techniques	O
to	O
manage	O
data	O
,	O
predict	B-TECHNICAL_SKILL
scenarios	I-TECHNICAL_SKILL
and	I-TECHNICAL_SKILL
prescribe	I-TECHNICAL_SKILL
actions	I-TECHNICAL_SKILL

Drive	O
operational	O
efficiency	O
by	O
maintaining	O
their	O
data	O
ecosystems	O
,	O
sourcing	O
analytics	O
expertise	O
and	O
providing	O
As	O
-	O
a	O
-	O
Service	O
offerings	O
for	O
continuous	O
insights	O
and	O
improvements	O

Qualifications	O

Required	O
:	O

3	O
+	O
years	O
of	O
experience	O
programming	O
in	O
Python	B-TOOL
or	O
R	B-TOOL

2	O
+	O
years	O
of	O
experience	O
with	O
Natural	B-TOOL
Language	I-TOOL
Processing	I-TOOL
(	O
NLP	B-TOOL
)	O
and	O
Large	B-TOOL
Language	I-TOOL
Models	I-TOOL
(	O
LLM	B-TOOL
)	O
2	O
+	O
years	O
of	O
experience	O
building	O
and	O
maintaining	O
scalable	O
API	B-TOOL
solutions	O

2	O
+	O
years	O
of	O
experience	O
designing	O
solutions	O
to	O
address	O
client	O
requirements	O

3	O
+	O
years	O
of	O
experience	O
with	O
the	O
design	O
and	O
implementation	O
(	O
building	O
,	O
containerizing	O
,	O
and	O
deploying	O
end	O
to	O
end	O
automated	O
data	O
and	O
ML	O
pipelines	O
)	O
of	O
automated	O
cloud	O
solutions	O

3	O
+	O
years	O
of	O
experience	O
in	O
developing	O
algorithms	O
using	O
data	O
science	O
technologies	O
to	O
build	O
analytical	O
models	O

3	O
+	O
years	O
of	O
data	O
extraction	O
/	O
manipulation	O
experience	O
using	O
scripts	O
specific	O
to	O
AI	B-TOOL
/	O
ML	B-TOOL

3	O
+	O
years	O
of	O
modeling	O
experience	O
using	O
a	O
variety	O
of	O
regression	O
and	O
supervised	O
and	O
unsupervised	O
learning	O
techniques	O
.	O

3	O
+	O
years	O
of	O
experience	O
in	O
data	O
wrangling	O
/	O
cleansing	O
,	O
statistical	O
modeling	O
,	O
and	O
programming	O

3	O
+	O
years	O
of	O
extensive	O
experience	O
working	O
in	O
an	O
Agile	O
development	O
environment	O

3	O
+	O
years	O
of	O
experience	O
for	O
fluency	O
in	O
both	O
structured	O
and	O
unstructured	O
data	O
(	O
SQL	O
,	O
NOSQL	O
)	O

3	O
+	O
years	O
of	O
production	O
experience	O
with	O
Apache	B-TOOL
Spark	I-TOOL

3	O
+	O
years	O
of	O
hands	O
-	O
on	O
experience	O
with	O
web	O
APIs	B-TOOL
,	O
CI	B-TOOL
/	O
CD	B-TOOL
for	O
ML	B-TOOL
,	O
and	O
Serverless	O
Deployment	O

2	O
+	O
years	O
of	O
experience	O
with	O
presentation	O
and	O
data	O
analysis	O
software	O
such	O
as	O
:	O
SAS	B-TOOL
,	O
R	B-TOOL
,	O
SPSS	B-TOOL
,	O
MATLAB	B-TOOL
,	O
QlikView	B-TOOL
,	O
Excel	B-TOOL
and	O
Access	O

1	O
+	O
years	O
of	O
experience	B-EXPERIENCE
to	I-EXPERIENCE
have	I-EXPERIENCE
familiarity	I-EXPERIENCE
with	I-EXPERIENCE
Linux	I-EXPERIENCE
OS	I-EXPERIENCE
and	I-EXPERIENCE
Windows	I-EXPERIENCE
servers	I-EXPERIENCE

1	O
+	O
years	O
of	O
experience	B-EXPERIENCE
to	I-EXPERIENCE
have	I-EXPERIENCE
knowledge	I-EXPERIENCE
of	I-EXPERIENCE
Docker	I-EXPERIENCE
,	I-EXPERIENCE
Jenkins	I-EXPERIENCE
,	I-EXPERIENCE
Kubernetes	I-EXPERIENCE
,	I-EXPERIENCE
and	I-EXPERIENCE
other	I-EXPERIENCE
DevOps	I-EXPERIENCE
tools	I-EXPERIENCE

Must	O
be	O
legally	O
authorized	O
to	O
work	O
in	O
the	O
United	O
States	O
without	O
the	O
need	O
for	O
employer	O
sponsorship	O
,	O
now	O
or	O
at	O
any	O
time	O
in	O
the	O
future	O

Must	O
live	O
near	O
,	O
or	O
relocate	O
to	O
,	O
the	O
Lake	O
Mary	O
,	O
FL	O
;	O
Gilbert	O
,	O
AZ	O
;	O
or	O
Mechanicsburg	O
,	O
PA	O
areas	O

Must	O
be	O
in	O
your	O
designated	O
office	O
location	O
10%-30	O
%	O
throughout	O
the	O
year	O

Ability	O
to	O
travel	O
up	O
to	O
10	O
%	O
,	O
on	O
average	O
,	O
based	O
on	O
the	O
work	O
you	O
do	O
and	O
the	O
clients	O
and	O
industries	O
/	O
sectors	O
you	O
serve	O

Bachelor	O
's	O
degree	O
,	O
preferably	O
in	O
Computer	O
Sciences	O
,	O
Information	O
Technology	O
,	O
Computer	O
Engineering	O
,	O
or	O
related	O
IT	O
discipline	O
;	O
or	O
equivalent	O
experience	O

Preferred	O
:	O

Previous	O
Government	O
Consulting	O
and/or	O
professional	O
services	O
experience	O

In	O
depth	O
understanding	O
of	O
AI	O
protocols	O
and	O
standards	O

Understanding	O
of	O
technology	O
risks	O
and	O
the	O
ability	O
to	O
assess	O
and	O
mitigate	O
them	O

Deep	O
knowledge	O
of	O
a	O
specific	O
domain	O
or	O
industry	O
,	O
with	O
a	O
focus	O
on	O
applying	O
NLP	O
/	O
LLM	O
solutions	O
in	O
that	O
context	O

Experience	O
with	O
debugging	O
and	O
troubleshooting	O
software	O
or	O
solutions	O
design	O
issues	O

Proven	O
ability	O
to	O
stay	O
current	O
with	O
best	O
practices	O
and	O
new	O
technology	O
solutions	O
in	O
the	O
field	O

Ability	O
to	O
display	O
both	O
breadth	O
and	O
